number	book	chapter	verse
19406	29	34	1
19407	29	34	2
19408	29	34	3
19409	29	34	4
19410	29	34	5
19411	29	34	6
19412	29	34	7
19413	29	34	8
19414	29	34	9
19415	29	34	10
19416	29	34	11
19417	29	34	12
19418	29	34	13
19419	29	34	14
19420	29	34	15
19421	29	34	16
19422	29	34	17
19423	29	34	18
19424	29	34	19
19425	29	34	20
19426	29	34	21
19427	29	34	22
19428	29	34	23
19429	29	34	24
19430	29	34	25
19431	29	34	26
19432	29	34	27
19433	29	34	28
19434	29	34	29
19435	29	34	30
19436	29	34	31
19437	29	34	32
19438	29	34	33
19439	29	34	34
19440	29	34	35
19441	29	34	36
19442	29	34	37
19443	29	35	1
19444	29	35	2
19445	29	35	3
19446	29	35	4
19447	29	35	5
19448	29	35	6
19449	29	35	7
19450	29	35	8
19451	29	35	9
19452	29	35	10
19453	29	35	11
19454	29	35	12
19455	29	35	13
19456	29	35	14
19457	29	35	15
19458	29	35	16
19459	29	36	1
19460	29	36	2
19461	29	36	3
19462	29	36	4
19463	29	36	5
19464	29	36	6
19465	29	36	7
19466	29	36	8
19467	29	36	9
19468	29	36	10
19469	29	36	11
19470	29	36	12
19471	29	36	13
19472	29	36	14
19473	29	36	15
19474	29	36	16
19475	29	36	17
19476	29	36	18
19477	29	36	19
19478	29	36	20
19479	29	36	21
19480	29	36	22
19481	29	36	23
19482	29	36	24
19483	29	36	25
19484	29	36	26
19485	29	36	27
19486	29	36	28
19487	29	36	29
19488	29	36	30
19489	29	36	31
19490	29	36	32
19491	29	36	33
19492	29	37	1
19493	29	37	2
19494	29	37	3
19495	29	37	4
19496	29	37	5
19497	29	37	6
19498	29	37	7
19499	29	37	8
19500	29	37	9
19501	29	37	10
19502	29	37	11
19503	29	37	12
19504	29	37	13
19505	29	37	14
19506	29	37	15
19507	29	37	16
19508	29	37	17
19509	29	37	18
19510	29	37	19
19511	29	37	20
19512	29	37	21
19513	29	37	22
19514	29	37	23
19515	29	37	24
19516	29	38	1
19517	29	38	2
19518	29	38	3
19519	29	38	4
19520	29	38	5
19521	29	38	6
19522	29	38	7
19523	29	38	8
19524	29	38	9
19525	29	38	10
19526	29	38	11
19527	29	38	12
19528	29	38	13
19529	29	38	14
19530	29	38	15
19531	29	38	16
19532	29	38	17
19533	29	38	18
19534	29	38	19
19535	29	38	20
19536	29	38	21
19537	29	38	22
19538	29	38	23
19539	29	38	24
19540	29	38	25
19541	29	38	26
19542	29	38	27
19543	29	38	28
19544	29	38	29
19545	29	38	30
19546	29	38	31
19547	29	38	32
19548	29	38	33
19549	29	38	34
19550	29	38	35
19551	29	38	36
19552	29	38	37
19553	29	38	38
19554	29	38	39
19555	29	38	40
19556	29	38	41
19557	29	39	1
19558	29	39	2
19559	29	39	3
19560	29	39	4
19561	29	39	5
19562	29	39	6
19563	29	39	7
19564	29	39	8
19565	29	39	9
19566	29	39	10
19567	29	39	11
19568	29	39	12
19569	29	39	13
19570	29	39	14
19571	29	39	15
19572	29	39	16
19573	29	39	17
19574	29	39	18
19575	29	39	19
19576	29	39	20
19577	29	39	21
19578	29	39	22
19579	29	39	23
19580	29	39	24
19581	29	39	25
19582	29	39	26
19583	29	39	27
19584	29	39	28
19585	29	39	29
19586	29	39	30
19587	29	40	1
19588	29	40	2
19589	29	40	3
19590	29	40	4
19591	29	40	5
19592	29	40	6
19593	29	40	7
19594	29	40	8
19595	29	40	9
19596	29	40	10
19597	29	40	11
19598	29	40	12
19599	29	40	13
19600	29	40	14
19601	29	40	15
19602	29	40	16
19603	29	40	17
19604	29	40	18
19605	29	40	19
19606	29	40	20
19607	29	40	21
19608	29	40	22
19609	29	40	23
19610	29	40	24
19611	29	40	25
19612	29	40	26
19613	29	40	27
19614	29	40	28
19615	29	40	29
19616	29	40	30
19617	29	40	31
19618	29	40	32
19619	29	41	1
19620	29	41	2
19621	29	41	3
19622	29	41	4
19623	29	41	5
19624	29	41	6
19625	29	41	7
19626	29	41	8
19627	29	41	9
19628	29	41	10
19629	29	41	11
19630	29	41	12
19631	29	41	13
19632	29	41	14
19633	29	41	15
19634	29	41	16
19635	29	41	17
19636	29	41	18
19637	29	41	19
19638	29	41	20
19639	29	41	21
19640	29	41	22
19641	29	41	23
19642	29	41	24
19643	29	41	25
19644	29	41	26
19645	29	42	1
19646	29	42	2
19647	29	42	3
19648	29	42	4
19649	29	42	5
19650	29	42	6
19651	29	42	7
19652	29	42	8
19653	29	42	9
19654	29	42	10
19655	29	42	11
19656	29	42	12
19657	29	42	13
19658	29	42	14
19659	29	42	15
19660	29	42	16
19661	29	42	17
19662	30	1	1
19663	30	1	2
19664	30	1	3
19665	30	1	4
19666	30	1	5
19667	30	1	6
19668	30	1	7
19669	30	1	8
19670	30	1	9
19671	30	1	10
19672	30	1	11
19673	30	1	12
19674	30	1	13
19675	30	1	14
19676	30	1	15
19677	30	1	16
19678	30	1	17
19679	30	2	1
19680	30	2	2
19681	30	2	3
19682	30	2	4
19683	30	2	5
19684	30	2	6
19685	30	2	7
19686	30	2	8
19687	30	2	9
19688	30	2	10
19689	30	2	11
19690	30	2	12
19691	30	2	13
19692	30	2	14
19693	30	2	15
19694	30	2	16
19695	30	2	17
19696	30	3	1
19697	30	3	2
19698	30	3	3
19699	30	3	4
19700	30	3	5
19701	30	3	6
19702	30	3	7
19703	30	3	8
19704	30	3	9
19705	30	3	10
19706	30	3	11
19707	30	4	1
19708	30	4	2
19709	30	4	3
19710	30	4	4
19711	30	4	5
19712	30	4	6
19713	30	4	7
19714	30	4	8
19715	30	4	9
19716	30	4	10
19717	30	4	11
19718	30	4	12
19719	30	4	13
19720	30	4	14
19721	30	4	15
19722	30	4	16
19723	30	5	1
19724	30	5	2
19725	30	5	3
19726	30	5	4
19727	30	5	5
19728	30	5	6
19729	30	5	7
19730	30	5	8
19731	30	5	9
19732	30	5	10
19733	30	5	11
19734	30	5	12
19735	30	5	13
19736	30	5	14
19737	30	5	15
19738	30	5	16
19739	30	6	1
19740	30	6	2
19741	30	6	3
19742	30	6	4
19743	30	6	5
19744	30	6	6
19745	30	6	7
19746	30	6	8
19747	30	6	9
19748	30	6	10
19749	30	6	11
19750	30	6	12
19751	30	7	1
19752	30	7	2
19753	30	7	3
19754	30	7	4
19755	30	7	5
19756	30	7	6
19757	30	7	7
19758	30	7	8
19759	30	7	9
19760	30	7	10
19761	30	7	11
19762	30	7	12
19763	30	7	13
19764	30	7	14
19765	30	8	1
19766	30	8	2
19767	30	8	3
19768	30	8	4
19769	30	8	5
19770	30	8	6
19771	30	8	7
19772	30	8	8
19773	30	8	9
19774	30	8	10
19775	30	8	11
19776	30	8	12
19777	30	8	13
19778	30	8	14
19779	31	1	1
19780	31	1	2
19781	31	1	3
19782	31	1	4
19783	31	1	5
19784	31	1	6
19785	31	1	7
19786	31	1	8
19787	31	1	9
19788	31	1	10
19789	31	1	11
19790	31	1	12
19791	31	1	13
19792	31	1	14
19793	31	1	15
19794	31	1	16
19795	31	1	17
19796	31	1	18
19797	31	1	19
19798	31	1	20
19799	31	1	21
19800	31	1	22
19801	31	2	1
19802	31	2	2
19803	31	2	3
19804	31	2	4
19805	31	2	5
19806	31	2	6
19807	31	2	7
19808	31	2	8
19809	31	2	9
19810	31	2	10
19811	31	2	11
19812	31	2	12
19813	31	2	13
19814	31	2	14
19815	31	2	15
19816	31	2	16
19817	31	2	17
19818	31	2	18
19819	31	2	19
19820	31	2	20
19821	31	2	21
19822	31	2	22
19823	31	2	23
19824	31	3	1
19825	31	3	2
19826	31	3	3
19827	31	3	4
19828	31	3	5
19829	31	3	6
19830	31	3	7
19831	31	3	8
19832	31	3	9
19833	31	3	10
19834	31	3	11
19835	31	3	12
19836	31	3	13
19837	31	3	14
19838	31	3	15
19839	31	3	16
19840	31	3	17
19841	31	3	18
19842	31	4	1
19843	31	4	2
19844	31	4	3
19845	31	4	4
19846	31	4	5
19847	31	4	6
19848	31	4	7
19849	31	4	8
19850	31	4	9
19851	31	4	10
19852	31	4	11
19853	31	4	12
19854	31	4	13
19855	31	4	14
19856	31	4	15
19857	31	4	16
19858	31	4	17
19859	31	4	18
19860	31	4	19
19861	31	4	20
19862	31	4	21
19863	31	4	22
19864	32	1	1
19865	32	1	2
19866	32	1	3
19867	32	1	4
19868	32	1	5
19869	32	1	6
19870	32	1	7
19871	32	1	8
19872	32	1	9
19873	32	1	10
19874	32	1	11
19875	32	1	12
19876	32	1	13
19877	32	1	14
19878	32	1	15
19879	32	1	16
19880	32	1	17
19881	32	1	18
19882	32	1	19
19883	32	1	20
19884	32	1	21
19885	32	1	22
19886	32	2	1
19887	32	2	2
19888	32	2	3
19889	32	2	4
19890	32	2	5
19891	32	2	6
19892	32	2	7
19893	32	2	8
19894	32	2	9
19895	32	2	10
19896	32	2	11
19897	32	2	12
19898	32	2	13
19899	32	2	14
19900	32	2	15
19901	32	2	16
19902	32	2	17
19903	32	2	18
19904	32	2	19
19905	32	2	20
19906	32	2	21
19907	32	2	22
19908	32	3	1
19909	32	3	2
19910	32	3	3
19911	32	3	4
19912	32	3	5
19913	32	3	6
19914	32	3	7
19915	32	3	8
19916	32	3	9
19917	32	3	10
19918	32	3	11
19919	32	3	12
19920	32	3	13
19921	32	3	14
19922	32	3	15
19923	32	3	16
19924	32	3	17
19925	32	3	18
19926	32	3	19
19927	32	3	20
19928	32	3	21
19929	32	3	22
19930	32	3	23
19931	32	3	24
19932	32	3	25
19933	32	3	26
19934	32	3	27
19935	32	3	28
19936	32	3	29
19937	32	3	30
19938	32	3	31
19939	32	3	32
19940	32	3	33
19941	32	3	34
19942	32	3	35
19943	32	3	36
19944	32	3	37
19945	32	3	38
19946	32	3	39
19947	32	3	40
19948	32	3	41
19949	32	3	42
19950	32	3	43
19951	32	3	44
19952	32	3	45
19953	32	3	46
19954	32	3	47
19955	32	3	48
19956	32	3	49
19957	32	3	50
19958	32	3	51
19959	32	3	52
19960	32	3	53
19961	32	3	54
19962	32	3	55
19963	32	3	56
19964	32	3	57
19965	32	3	58
19966	32	3	59
19967	32	3	60
19968	32	3	61
19969	32	3	62
19970	32	3	63
19971	32	3	64
19972	32	3	65
19973	32	3	66
19974	32	4	1
19975	32	4	2
19976	32	4	3
19977	32	4	4
19978	32	4	5
19979	32	4	6
19980	32	4	7
19981	32	4	8
19982	32	4	9
19983	32	4	10
19984	32	4	11
19985	32	4	12
19986	32	4	13
19987	32	4	14
19988	32	4	15
19989	32	4	16
19990	32	4	17
19991	32	4	18
19992	32	4	19
19993	32	4	20
19994	32	4	21
19995	32	4	22
19996	32	5	1
19997	32	5	2
19998	32	5	3
19999	32	5	4
20000	32	5	5
20001	32	5	6
20002	32	5	7
20003	32	5	8
20004	32	5	9
20005	32	5	10
20006	32	5	11
20007	32	5	12
20008	32	5	13
20009	32	5	14
20010	32	5	15
20011	32	5	16
20012	32	5	17
20013	32	5	18
20014	32	5	19
20015	32	5	20
20016	32	5	21
20017	32	5	22
20018	33	1	1
20019	33	1	2
20020	33	1	3
20021	33	1	4
20022	33	1	5
20023	33	1	6
20024	33	1	7
20025	33	1	8
20026	33	1	9
20027	33	1	10
20028	33	1	11
20029	33	1	12
20030	33	1	13
20031	33	1	14
20032	33	1	15
20033	33	1	16
20034	33	1	17
20035	33	1	18
20036	33	2	1
20037	33	2	2
20038	33	2	3
20039	33	2	4
20040	33	2	5
20041	33	2	6
20042	33	2	7
20043	33	2	8
20044	33	2	9
20045	33	2	10
20046	33	2	11
20047	33	2	12
20048	33	2	13
20049	33	2	14
20050	33	2	15
20051	33	2	16
20052	33	2	17
20053	33	2	18
20054	33	2	19
20055	33	2	20
20056	33	2	21
20057	33	2	22
20058	33	2	23
20059	33	2	24
20060	33	2	25
20061	33	2	26
20062	33	3	1
20063	33	3	2
20064	33	3	3
20065	33	3	4
20066	33	3	5
20067	33	3	6
20068	33	3	7
20069	33	3	8
20070	33	3	9
20071	33	3	10
20072	33	3	11
20073	33	3	12
20074	33	3	13
20075	33	3	14
20076	33	3	15
20077	33	3	16
20078	33	3	17
20079	33	3	18
20080	33	3	19
20081	33	3	20
20082	33	3	21
20083	33	3	22
20084	33	4	1
20085	33	4	2
20086	33	4	3
20087	33	4	4
20088	33	4	5
20089	33	4	6
20090	33	4	7
20091	33	4	8
20092	33	4	9
20093	33	4	10
20094	33	4	11
20095	33	4	12
20096	33	4	13
20097	33	4	14
20098	33	4	15
20099	33	4	16
20100	33	4	17
20101	33	5	1
20102	33	5	2
20103	33	5	3
20104	33	5	4
20105	33	5	5
20106	33	5	6
20107	33	5	7
20108	33	5	8
20109	33	5	9
20110	33	5	10
20111	33	5	11
20112	33	5	12
20113	33	5	13
20114	33	5	14
20115	33	5	15
20116	33	5	16
20117	33	5	17
20118	33	5	18
20119	33	5	19
20120	33	6	1
20121	33	6	2
20122	33	6	3
20123	33	6	4
20124	33	6	5
20125	33	6	6
20126	33	6	7
20127	33	6	8
20128	33	6	9
20129	33	6	10
20130	33	6	11
20131	33	6	12
20132	33	7	1
20133	33	7	2
20134	33	7	3
20135	33	7	4
20136	33	7	5
20137	33	7	6
20138	33	7	7
20139	33	7	8
20140	33	7	9
20141	33	7	10
20142	33	7	11
20143	33	7	12
20144	33	7	13
20145	33	7	14
20146	33	7	15
20147	33	7	16
20148	33	7	17
20149	33	7	18
20150	33	7	19
20151	33	7	20
20152	33	7	21
20153	33	7	22
20154	33	7	23
20155	33	7	24
20156	33	7	25
20157	33	7	26
20158	33	7	27
20159	33	7	28
20160	33	7	29
20161	33	8	1
20162	33	8	2
20163	33	8	3
20164	33	8	4
20165	33	8	5
20166	33	8	6
20167	33	8	7
20168	33	8	8
20169	33	8	9
20170	33	8	10
20171	33	8	11
20172	33	8	12
20173	33	8	13
20174	33	8	14
20175	33	8	15
20176	33	8	16
20177	33	8	17
20178	33	9	1
20179	33	9	2
20180	33	9	3
20181	33	9	4
20182	33	9	5
20183	33	9	6
20184	33	9	7
20185	33	9	8
20186	33	9	9
20187	33	9	10
20188	33	9	11
20189	33	9	12
20190	33	9	13
20191	33	9	14
20192	33	9	15
20193	33	9	16
20194	33	9	17
20195	33	9	18
20196	33	10	1
20197	33	10	2
20198	33	10	3
20199	33	10	4
20200	33	10	5
20201	33	10	6
20202	33	10	7
20203	33	10	8
20204	33	10	9
20205	33	10	10
20206	33	10	11
20207	33	10	12
20208	33	10	13
20209	33	10	14
20210	33	10	15
20211	33	10	16
20212	33	10	17
20213	33	10	18
20214	33	10	19
20215	33	10	20
20216	33	11	1
20217	33	11	2
20218	33	11	3
20219	33	11	4
20220	33	11	5
20221	33	11	6
20222	33	11	7
20223	33	11	8
20224	33	11	9
20225	33	11	10
20226	33	12	1
20227	33	12	2
20228	33	12	3
20229	33	12	4
20230	33	12	5
20231	33	12	6
20232	33	12	7
20233	33	12	8
20234	33	12	9
20235	33	12	10
20236	33	12	11
20237	33	12	12
20238	33	12	13
20239	33	12	14
20240	34	1	1
20241	34	1	2
20242	34	1	3
20243	34	1	4
20244	34	1	5
20245	34	1	6
20246	34	1	7
20247	34	1	8
20248	34	1	9
20249	34	1	10
20250	34	1	11
20251	34	1	12
20252	34	1	13
20253	34	1	14
20254	34	1	15
20255	34	1	16
20256	34	1	17
20257	34	1	18
20258	34	1	19
20259	34	1	20
20260	34	1	21
20261	34	1	22
20262	34	2	1
20263	34	2	2
20264	34	2	3
20265	34	2	4
20266	34	2	5
20267	34	2	6
20268	34	2	7
20269	34	2	8
20270	34	2	9
20271	34	2	10
20272	34	2	11
20273	34	2	12
20274	34	2	13
20275	34	2	14
20276	34	2	15
20277	34	2	16
20278	34	2	17
20279	34	2	18
20280	34	2	19
20281	34	2	20
20282	34	2	21
20283	34	2	22
20284	34	2	23
20285	34	3	1
20286	34	3	2
20287	34	3	3
20288	34	3	4
20289	34	3	5
20290	34	3	6
20291	34	3	7
20292	34	3	8
20293	34	3	9
20294	34	3	10
20295	34	3	11
20296	34	3	12
20297	34	3	13
20298	34	3	14
20299	34	3	15
20300	34	4	1
20301	34	4	2
20302	34	4	3
20303	34	4	4
20304	34	4	5
20305	34	4	6
20306	34	4	7
20307	34	4	8
20308	34	4	9
20309	34	4	10
20310	34	4	11
20311	34	4	12
20312	34	4	13
20313	34	4	14
20314	34	4	15
20315	34	4	16
20316	34	4	17
20317	34	5	1
20318	34	5	2
20319	34	5	3
20320	34	5	4
20321	34	5	5
20322	34	5	6
20323	34	5	7
20324	34	5	8
20325	34	5	9
20326	34	5	10
20327	34	5	11
20328	34	5	12
20329	34	5	13
20330	34	5	14
20331	34	6	1
20332	34	6	2
20333	34	6	3
20334	34	6	4
20335	34	6	5
20336	34	6	6
20337	34	6	7
20338	34	6	8
20339	34	6	9
20340	34	6	10
20341	34	6	11
20342	34	6	12
20343	34	6	13
20344	34	6	14
20345	34	7	1
20346	34	7	2
20347	34	7	3
20348	34	7	4
20349	34	7	5
20350	34	7	6
20351	34	7	7
20352	34	7	8
20353	34	7	9
20354	34	7	10
20355	34	8	1
20356	34	8	2
20357	34	8	3
20358	34	8	4
20359	34	8	5
20360	34	8	6
20361	34	8	7
20362	34	8	8
20363	34	8	9
20364	34	8	10
20365	34	8	11
20366	34	8	12
20367	34	8	13
20368	34	8	14
20369	34	8	15
20370	34	8	16
20371	34	8	17
20372	34	9	1
20373	34	9	2
20374	34	9	3
20375	34	9	4
20376	34	9	5
20377	34	9	6
20378	34	9	7
20379	34	9	8
20380	34	9	9
20381	34	9	10
20382	34	9	11
20383	34	9	12
20384	34	9	13
20385	34	9	14
20386	34	9	15
20387	34	9	16
20388	34	9	17
20389	34	9	18
20390	34	9	19
20391	34	9	20
20392	34	9	21
20393	34	9	22
20394	34	9	23
20395	34	9	24
20396	34	9	25
20397	34	9	26
20398	34	9	27
20399	34	9	28
20400	34	9	29
20401	34	9	30
20402	34	9	31
20403	34	9	32
20404	34	10	1
20405	34	10	2
20406	34	10	3
20407	35	1	1
20408	35	1	2
20409	35	1	3
20410	35	1	4
20411	35	1	5
20412	35	1	6
20413	35	1	7
20414	35	1	8
20415	35	1	9
20416	35	1	10
20417	35	1	11
20418	35	1	12
20419	35	1	13
20420	35	1	14
20421	35	1	15
20422	35	1	16
20423	35	1	17
20424	35	1	18
20425	35	1	19
20426	35	1	20
20427	35	1	21
20428	35	2	1
20429	35	2	2
20430	35	2	3
20431	35	2	4
20432	35	2	5
20433	35	2	6
20434	35	2	7
20435	35	2	8
20436	35	2	9
20437	35	2	10
20438	35	2	11
20439	35	2	12
20440	35	2	13
20441	35	2	14
20442	35	2	15
20443	35	2	16
20444	35	2	17
20445	35	2	18
20446	35	2	19
20447	35	2	20
20448	35	2	21
20449	35	2	22
20450	35	2	23
20451	35	2	24
20452	35	2	25
20453	35	2	26
20454	35	2	27
20455	35	2	28
20456	35	2	29
20457	35	2	30
20458	35	2	31
20459	35	2	32
20460	35	2	33
20461	35	2	34
20462	35	2	35
20463	35	2	36
20464	35	2	37
20465	35	2	38
20466	35	2	39
20467	35	2	40
20468	35	2	41
20469	35	2	42
20470	35	2	43
20471	35	2	44
20472	35	2	45
20473	35	2	46
20474	35	2	47
20475	35	2	48
20476	35	2	49
20477	35	3	1
20478	35	3	2
20479	35	3	3
20480	35	3	4
20481	35	3	5
20482	35	3	6
20483	35	3	7
20484	35	3	8
20485	35	3	9
20486	35	3	10
20487	35	3	11
20488	35	3	12
20489	35	3	13
20490	35	3	14
20491	35	3	15
20492	35	3	16
20493	35	3	17
20494	35	3	18
20495	35	3	19
20496	35	3	20
20497	35	3	21
20498	35	3	22
20499	35	3	23
20500	35	3	24
20501	35	3	25
20502	35	3	26
20503	35	3	27
20504	35	3	28
20505	35	3	29
20506	35	3	30
20507	35	3	31
20508	35	3	32
20509	35	3	33
20510	35	4	1
20511	35	4	2
20512	35	4	3
20513	35	4	4
20514	35	4	5
20515	35	4	6
20516	35	4	7
20517	35	4	8
20518	35	4	9
20519	35	4	10
20520	35	4	11
20521	35	4	12
20522	35	4	13
20523	35	4	14
20524	35	4	15
20525	35	4	16
20526	35	4	17
20527	35	4	18
20528	35	4	19
20529	35	4	20
20530	35	4	21
20531	35	4	22
20532	35	4	23
20533	35	4	24
20534	35	4	25
20535	35	4	26
20536	35	4	27
20537	35	4	28
20538	35	4	29
20539	35	4	30
20540	35	4	31
20541	35	4	32
20542	35	4	33
20543	35	4	34
20544	35	5	1
20545	35	5	2
20546	35	5	3
20547	35	5	4
20548	35	5	5
20549	35	5	6
20550	35	5	7
20551	35	5	8
20552	35	5	9
20553	35	5	10
20554	35	5	11
20555	35	5	12
20556	35	5	13
20557	35	5	14
20558	35	5	15
20559	35	5	16
20560	35	5	17
20561	35	5	18
20562	35	5	19
20563	35	5	20
20564	35	5	21
20565	35	5	22
20566	35	5	23
20567	35	5	24
20568	35	5	25
20569	35	5	26
20570	35	5	27
20571	35	5	28
20572	35	5	29
20573	35	5	30
20574	35	6	1
20575	35	6	2
20576	35	6	3
20577	35	6	4
20578	35	6	5
20579	35	6	6
20580	35	6	7
20581	35	6	8
20582	35	6	9
20583	35	6	10
20584	35	6	11
20585	35	6	12
20586	35	6	13
20587	35	6	14
20588	35	6	15
20589	35	6	16
20590	35	6	17
20591	35	6	18
20592	35	6	19
20593	35	6	20
20594	35	6	21
20595	35	6	22
20596	35	6	23
20597	35	6	24
20598	35	6	25
20599	35	6	26
20600	35	6	27
20601	35	6	28
20602	35	6	29
20603	35	7	1
20604	35	7	2
20605	35	7	3
20606	35	7	4
20607	35	7	5
20608	35	7	6
20609	35	7	7
20610	35	7	8
20611	35	7	9
20612	35	7	10
20613	35	7	11
20614	35	7	12
20615	35	7	13
20616	35	7	14
20617	35	7	15
20618	35	7	16
20619	35	7	17
20620	35	7	18
20621	35	7	19
20622	35	7	20
20623	35	7	21
20624	35	7	22
20625	35	7	23
20626	35	7	24
20627	35	7	25
20628	35	7	26
20629	35	7	27
20630	35	7	28
20631	35	8	1
20632	35	8	2
20633	35	8	3
20634	35	8	4
20635	35	8	5
20636	35	8	6
20637	35	8	7
20638	35	8	8
20639	35	8	9
20640	35	8	10
20641	35	8	11
20642	35	8	12
20643	35	8	13
20644	35	8	14
20645	35	8	15
20646	35	8	16
20647	35	8	17
20648	35	8	18
20649	35	8	19
20650	35	8	20
20651	35	8	21
20652	35	8	22
20653	35	8	23
20654	35	8	24
20655	35	8	25
20656	35	8	26
20657	35	8	27
20658	35	9	1
20659	35	9	2
20660	35	9	3
20661	35	9	4
20662	35	9	5
20663	35	9	6
20664	35	9	7
20665	35	9	8
20666	35	9	9
20667	35	9	10
20668	35	9	11
20669	35	9	12
20670	35	9	13
20671	35	9	14
20672	35	9	15
20673	35	9	16
20674	35	9	17
20675	35	9	18
20676	35	9	19
20677	35	9	20
20678	35	9	21
20679	35	9	22
20680	35	9	23
20681	35	9	24
20682	35	9	25
20683	35	9	26
20684	35	9	27
20685	35	10	1
20686	35	10	2
20687	35	10	3
20688	35	10	4
20689	35	10	5
20690	35	10	6
20691	35	10	7
20692	35	10	8
20693	35	10	9
20694	35	10	10
20695	35	10	11
20696	35	10	12
20697	35	10	13
20698	35	10	14
20699	35	10	15
20700	35	10	16
20701	35	10	17
20702	35	10	18
20703	35	10	19
20704	35	10	20
20705	35	10	21
20706	35	11	1
20707	35	11	2
20708	35	11	3
20709	35	11	4
20710	35	11	5
20711	35	11	6
20712	35	11	7
20713	35	11	8
20714	35	11	9
20715	35	11	10
20716	35	11	11
20717	35	11	12
20718	35	11	13
20719	35	11	14
20720	35	11	15
20721	35	11	16
20722	35	11	17
20723	35	11	18
20724	35	11	19
20725	35	11	20
20726	35	11	21
20727	35	11	22
20728	35	11	23
20729	35	11	24
20730	35	11	25
20731	35	11	26
20732	35	11	27
20733	35	11	28
20734	35	11	29
20735	35	11	30
20736	35	11	31
20737	35	11	32
20738	35	11	33
20739	35	11	34
20740	35	11	35
20741	35	11	36
20742	35	11	37
20743	35	11	38
20744	35	11	39
20745	35	11	40
20746	35	11	41
20747	35	11	42
20748	35	11	43
20749	35	11	44
20750	35	11	45
20751	35	12	1
20752	35	12	2
20753	35	12	3
20754	35	12	4
20755	35	12	5
20756	35	12	6
20757	35	12	7
20758	35	12	8
20759	35	12	9
20760	35	12	10
20761	35	12	11
20762	35	12	12
20763	35	12	13
20764	36	1	1
20765	36	1	2
20766	36	1	3
20767	36	1	4
20768	36	1	5
20769	36	1	6
20770	36	1	7
20771	36	1	8
20772	36	1	9
20773	36	1	10
20774	36	1	11
20775	36	2	1
20776	36	2	2
20777	36	2	3
20778	36	2	4
20779	36	2	5
20780	36	2	6
20781	36	2	7
20782	36	2	8
20783	36	2	9
20784	36	2	10
20785	36	2	11
20786	36	2	12
20787	36	2	13
20788	36	2	14
20789	36	2	15
20790	36	2	16
20791	36	2	17
20792	36	2	18
20793	36	2	19
20794	36	2	20
20795	36	2	21
20796	36	2	22
20797	36	2	23
20798	36	2	24
20799	36	2	25
20800	36	2	26
20801	36	2	27
20802	36	2	28
20803	36	2	29
20804	36	2	30
20805	36	2	31
20806	36	2	32
20807	36	2	33
20808	36	2	34
20809	36	2	35
20810	36	2	36
20811	36	2	37
20812	36	2	38
20813	36	2	39
20814	36	2	40
20815	36	2	41
20816	36	2	42
20817	36	2	43
20818	36	2	44
20819	36	2	45
20820	36	2	46
20821	36	2	47
20822	36	2	48
20823	36	2	49
20824	36	2	50
20825	36	2	51
20826	36	2	52
20827	36	2	53
20828	36	2	54
20829	36	2	55
20830	36	2	56
20831	36	2	57
20832	36	2	58
20833	36	2	59
20834	36	2	60
20835	36	2	61
20836	36	2	62
20837	36	2	63
20838	36	2	64
20839	36	2	65
20840	36	2	66
20841	36	2	67
20842	36	2	68
20843	36	2	69
20844	36	2	70
20845	36	3	1
20846	36	3	2
20847	36	3	3
20848	36	3	4
20849	36	3	5
20850	36	3	6
20851	36	3	7
20852	36	3	8
20853	36	3	9
20854	36	3	10
20855	36	3	11
20856	36	3	12
20857	36	3	13
20858	36	4	1
20859	36	4	2
20860	36	4	3
20861	36	4	4
20862	36	4	5
20863	36	4	6
20864	36	4	7
20865	36	4	8
20866	36	4	9
20867	36	4	10
20868	36	4	11
20869	36	4	12
20870	36	4	13
20871	36	4	14
20872	36	4	15
20873	36	4	16
20874	36	4	17
20875	36	4	18
20876	36	4	19
20877	36	4	20
20878	36	4	21
20879	36	4	22
20880	36	4	23
20881	36	4	24
20882	36	5	1
20883	36	5	2
20884	36	5	3
20885	36	5	4
20886	36	5	5
20887	36	5	6
20888	36	5	7
20889	36	5	8
20890	36	5	9
20891	36	5	10
20892	36	5	11
20893	36	5	12
20894	36	5	13
20895	36	5	14
20896	36	5	15
20897	36	5	16
20898	36	5	17
20899	36	6	1
20900	36	6	2
20901	36	6	3
20902	36	6	4
20903	36	6	5
20904	36	6	6
20905	36	6	7
20906	36	6	8
20907	36	6	9
20908	36	6	10
20909	36	6	11
20910	36	6	12
20911	36	6	13
20912	36	6	14
20913	36	6	15
20914	36	6	16
20915	36	6	17
20916	36	6	18
20917	36	6	19
20918	36	6	20
20919	36	6	21
20920	36	6	22
20921	36	7	1
20922	36	7	2
20923	36	7	3
20924	36	7	4
20925	36	7	5
20926	36	7	6
20927	36	7	7
20928	36	7	8
20929	36	7	9
20930	36	7	10
20931	36	7	11
20932	36	7	12
20933	36	7	13
20934	36	7	14
20935	36	7	15
20936	36	7	16
20937	36	7	17
20938	36	7	18
20939	36	7	19
20940	36	7	20
20941	36	7	21
20942	36	7	22
20943	36	7	23
20944	36	7	24
20945	36	7	25
20946	36	7	26
20947	36	7	27
20948	36	7	28
20949	36	8	1
20950	36	8	2
20951	36	8	3
20952	36	8	4
20953	36	8	5
20954	36	8	6
20955	36	8	7
20956	36	8	8
20957	36	8	9
20958	36	8	10
20959	36	8	11
