3022	H3022	יָגָע	H:N-M	toil	1) earnings, gain (product of labour)	3022	
3023	H3023	יָגֵעַ	H:A	weary	1) weary, wearisome	3023	
3024	H3024	יְגִעָה	H:N-F	weariness	1) a wearing, a tiring	3024	
3025	H3025	יָגֹר	H:V	to fear	1) (Qal) to fear, dread, be afraid	3025	
3026	H3026	(a) יְגַר (b) שָֽׂהֲדוּ	(a) N:N--L (b) N:N--L	(a) Jegar- (b) -sahadutha	"(a) Jegar-sahadutha = ""witness heap""<br>1) the mound of stones raised as witness between Jacob and Laban, called by Jacob in Hebrew 'Galeed' (b) -sahadutha = ""of witness""<br>1) the mound of stones raised as witness between Jacob and Laban, called by Jacob in Hebrew 'Galeed'"	3026	
3027	H3027	יָד	H:N-F	hand	1) hand<br>1a) hand (of man)<br>1b) strength, power (fig.)<br>1c) side (of land), part, portion (metaph.) (fig.)<br>1d) (various special, technical senses)<br>1d1) sign, monument<br>1d2) part, fractional part, share<br>1d3) time, repetition<br>1d4) axle-trees, axle<br>1d5) stays, support (for laver)<br>1d6) tenons (in tabernacle)<br>1d7) a phallus, a hand (meaning unsure)<br>1d8) wrists	3027	
3028	H3028	יַד	A:N-F	hand	1) hand<br>2) power (fig.)	3028	
3029	H3029	יְדָא	A:V	to praise	1) (Aphel) to praise, give thanks	3029	
3030	H3030	יִדְאֲלָה	N:N--L	Idalah	"Idalah = ""memorial of God""<br>1) a town in Zebulun between Shimron and Bethlehem, site unknown"	3030	
3031	H3031	יִדְבָּשׁ	N:N-M-P	Idbash	"Idbash = ""stout""<br>1) one of the 3 sons of Abi-etam, a descendant of Judah"	3031	
3032	H3032	יָדַד	H:V	to cast a lot	v<br>1) (Qal) to throw lots, cast lots<br>n<br>2) love, loving-one, friend	3032	
3033	H3033	יְדִדוּת	H:N-F	beloved	1) one dearly loved, beloved one, object of love	3033	
3034	H3034	יָדָה	H:V	to give thanks	1) to throw, shoot, cast<br>1a) (Qal) to shoot (arrows)<br>1b) (Piel) to cast, cast down, throw down<br>1c) (Hiphil)<br>1c1) to give thanks, laud, praise<br>1c2) to confess, confess (the name of God)<br>1d) (Hithpael)<br>1d1) to confess (sin)<br>1d2) to give thanks	3034	
3035	H3035	יִדּוֹ	N:N-M-P	Iddo	"Iddo = ""timely"" or ""lovely""<br>1) son of Zechariah, ruler of the tribe of Manasseh east of the Jordan in the time of David<br>2) a man who took a foreign wife in the time of Ezra"	3035	
3036	H3036	יָדוֹן	N:N-M-P	Jadon	"Jadon = ""thankful""<br>1) a Meronothite and one of the builders of the walls of Jerusalem"	3036	
3037	H3037	יַדּוּעַ	N:N-M-P	Jaddua	"Jaddua = ""knowing""<br>1) one of the chiefs of the people who sealed the covenant with Nehemiah<br>2) son and successor in the high priesthood of Jonathan, Jeshua, or Johanan; the last of the high priests mentioned in the OT, probably living in the time of Alexander the Great"	3037	
3038	H3038	יְדוּתוּן	N:N-M-P	Jeduthun	"Jeduthun = ""praising""<br>1) a Levite of the family of Merari and the chief of one of the 3 choirs of the temple whose descendants also formed one of the perpetual temple choirs; he is named at the beginning of 3 Psalms (<ref onclick=""bcv(19,39,1)"">Ps 39:1</ref>; <ref onclick=""bcv(19,62,1)"">62:1</ref>; <ref onclick=""bcv(19,77,1)"">77:1</ref>) either as the composer or the recipient of those Psalms but most likely as the leader of the choir by which those Psalms were to be sung"	3038	
3039	H3039	(a) יָדִיד (b) יָדִידָה	(a) H:A (b) H:N-F	(a) beloved (b) love	(a) 1) beloved<br>2) lovely (b) 1) love	3039	
3040	H3040	יְדִידָה	N:N-F-P	Jedidah	"Jedidah = ""beloved""<br>1) the wife of king Amon and mother of king Josiah"	3040	
3041	H3041	יְדִידְיָה	N:N-M-P	Jedidiah	"Jedidiah = ""beloved of Jehovah""<br>1) the name given to Solomon through Nathan the prophet"	3041	
3042	H3042	יְדָיָה	N:N-M-P	Jedaiah	"Jedaiah = ""praised of Jehovah""<br>1) a Simeonite, forefather of Ziza<br>2) son of Harumaph and one who took part in rebuilding the walls of Jerusalem"	3042	
3043	H3043	יְדִיעֲאֵל	N:N-M-P	Jediael	"Jediael = ""God makes known""<br>1) a chief patriarch of the tribe of Benjamin; maybe the same as 'Ashbel'<br>2) the 2nd son of Meshelemiahand a Korahite gatekeeper<br>3) son of Shimri and one of David's mighty warriors<br>4) one of the chiefs of the thousands of Manasseh who joined David on his march to Ziklag; maybe the same man as 3 above"	3043	
3044	H3044	יִדְלָ֑ף	N:N-M-P	Jidlaph	"Jidlaph = ""weeping""<br>1) a son of Nahor"	3044	
3045	H3045	יָדַע	H:V	to know	1) to know<br>1a) (Qal)<br>1a1) to know<br>1a1a) to know, learn to know<br>1a1b) to perceive<br>1a1c) to perceive and see, find out and discern<br>1a1d) to discriminate, distinguish<br>1a1e) to know by experience<br>1a1f) to recognise, admit, acknowledge, confess<br>1a1g) to consider<br>1a2) to know, be acquainted with<br>1a3) to know (a person carnally)<br>1a4) to know how, be skilful in<br>1a5) to have knowledge, be wise<br>1b) (Niphal)<br>1b1) to be made known, be or become known, be revealed<br>1b2) to make oneself known<br>1b3) to be perceived<br>1b4) to be instructed<br>1c) (Piel) to cause to know<br>1d) (Poal) to cause to know<br>1e) (Pual)<br>1e1) to be known<br>1e2) known, one known, acquaintance (participle)<br>1f) (Hiphil) to make known, declare<br>1g) (Hophal) to be made known<br>1h) (Hithpael) to make oneself known, reveal oneself	3045	
3046	H3046	יְדַע	A:V	to know	1) to know<br>1a) (P'al) to know<br>1b) (Aphel) to let someone know, communicate, inform, cause to know	3046	
3047	H3047	יָדָע	N:N-M-P	Jada	"Jada = ""He knows""<br>1) a Judahite, son of Onam and brother of Shammai, in the genealogy of the sons of Jerahmeel by his wife Atarah"	3047	
3048	H3048	יְדַעְיָה	N:N-M-P	Jedaiah	"Jedaiah = ""Jehovah has known""<br>1) a priest in Jerusalem<br>2) a man who returned with Zerubbabel<br>3) a ruler of the priests in the days of Jeshua<br>4) a post exilic priest<br>5) one honoured by Jehovah, perhaps one of the above"	3048	
3049	H3049	יִדְּעֹנִי	H:N-M	spiritist	1) a knower, one who has a familiar spirit<br>1a) a familiar spirit, soothsayer, necromancer (meton)	3049	
3050	H3050	יָהּ	N:N-M-P	YH--	1) Jah (Jehovah in the shortened form)<br>1a) the proper name of the one true God<br>1b) used in many compounds<br>1b1) names beginning with the letters 'Je'<br>1b2) names ending with 'iah' or 'jah'	3050	
3051	H3051	יָהַב	H:V	to give	1) to give, provide, ascribe, come<br>1a) (Qal)<br>1a1) to give<br>1a2) to set, place<br>1a3) to provide (with reflexive)<br>1a4) to ascribe (glory)<br>1a5) to grant, permit, come now	3051	
3052	H3052	יְהַב	A:V	to give	1) to give, provide<br>1a) (P'al)<br>1a1) to give<br>1a2) to place, lay (foundations)<br>1b) (Hithp'al)<br>1b1) to be given<br>1b2) to be paid	3052	
3053	H3053	יְהָב	H:N-M	burden	1) burden, lot (that which is given)	3053	
3054	H3054	יָהַד	H:V	to become a Jew	1) (Hithpael) to become a Jew (in fact or in fraud), become Judaised	3054	
3055	H3055	יְהֻד	N:N--L	Jehud	"Jehud = ""beauty""<br>1) a town in Dan, located between Baalath and Bene-berak and 8 miles east of Joppa"	3055	
3056	H3056	יַהְדַּי	N:N-M-P	Jahdai	"Jahdai ""whom he will place""<br>1) one of the family of Caleb"	3056	
3057	H3057	יְהֻדִיָּה	N:N-F-PG	Jewish	adj f<br>1) the Jewess<br>Jehudijah = Jewess<br>n pr f<br>2) (CLBL) a Calebite, the wife of one named Ezra	3057	
3058	H3058	יֵהוּא	N:N-M-P	Jehu	"Jehu = ""Jehovah is He""<br>1) the king of the northern kingdom Israel who overthrew the dynasty of Omri<br>2) son of Hanani and an Israelite prophet in the time of Baasha and Jehoshaphat<br>3) the Antothite, a Benjamite, one of David's mighty warriors<br>4) a descendant of Judah of the house of Hezron<br>5) son of Josibiah and a chief of the tribe of Simeon"	3058	
3059	H3059	יְהוֹאָחָז	N:N-M-P	Jehoahaz	"Jehoahaz = ""Jehovah has seized""<br>1) a king of Judah and son of Josiah<br>2) a king of the northern kingdom of Israel and son of Jehu<br>3) a king of Judah and son of Jehoram (Ahaziah)"	3059	
3060	H3060	יְהוֹאָשׁ	N:N-M-P	Jehoash	"Jehoash = ""given by the Lord""<br>1) son of king Ahaziah and the 8th king of Judah<br>2) son of king Jehoahaz and the 12th king of the northern kingdom of Israel"	3060	
3061	H3061	יְהוּד	N:N--L	Judea	1) Judah-the territory of the tribe of Judah	3061	
3062	H3062	יְהוּדַי	N:N--PG	Jew	1) Jew	3062	
3063	H3063	יְהוּדָה	N:N-M-P	Judah	"Judah = ""praised""<br>1) the son of Jacob by Leah<br>2) the tribe descended from Judah the son of Jacob<br>3) the territory occupied by the tribe of Judah<br>4) the kingdom comprised of the tribes of Judah and Benjamin which occupied the southern part of Canaan after the nation split upon the death of Solomon<br>5) a Levite in Ezra's time<br>6) an overseer of Jerusalem in the time of Nehemiah<br>7) a Levite musician in the time of Nehemiah<br>8) a priest in the time of Nehemiah"	3063	
3064	H3064	יְהוּדִי	N:N--PG	Jewish	1) Jew	3064	
3065	H3065	יְהוּדִי	N:N-M-P	Jehudi	"Jehudi = ""Jew""<br>1) son of Nethaniah and servant of king Jehoiakim"	3065	
3066	H3066	יְהוּדִית	H:A-F	Jewish	1) in the Jewish language, in Hebrew	3066	
3067	H3067	יְהוּדִית	N:N-F-P	Judith	"Judith = ""Jewess"" or ""praised""<br>1) the daughter of Beeri the Hittite and wife of Esau"	3067	
3068	H3068	יְהֹוָה	N:N--T	YHWH/Lord	"Jehovah = ""the existing One""<br>1) the proper name of the one true God<br>1a) unpronounced except with the vowel pointings of H0136"	3068	
3069	H3069	יְהֹוִה	N:N-M-T	YHWH/God	1) Jehovah-used primarily in the combination 'Lord Jehovah'<br>1a) equal to H03068 but pointed with the vowels of H0430	3069	
3070	H3070	יְהֹוָה יִרְאֶה	N:N--L	YHWH/Jehovah-jireh	"Jehovah-jireh = ""Jehovah sees""<br>1) symbolic name given by Abraham to Mount Moriah in commemoration of the interposition of the angel of Jehovah who prevented the sacrifice of Isaac and provided a substitute"	3070	
3071	H3071	יְהֹוָה נִסִּי	N:N--L	YHWH/Jehovah-nissi	"Jehovah-nissi = ""Jehovah is my banner""<br>1) the name given by Moses to the altar which he built in commemoration of the discomfiture of the Amalekites"	3071	
3072	H3072	יְהֹוָה צִדְקֵנוּ	N:N-M-P	YHWH/Yahweh-tsidkenu	Jehovah is our righteousness<br>1) a sacred name symbolically applied to Jerusalem and the Messiah	3072	
3073	H3073	יְהֹוָה שָׁלוֹם	N:N--L	YHWH/Yahweh-shalom	"Jehovah-shalom = ""Jehovah is peace""<br>1) the name of a sacred altar built by Gideon in Ophrah"	3073	
3074	H3074	יְהֹוָה שָׁמָּה	N:N--L	YHWH/Yahweh-shammah	"Jehovah-shammah = ""Jehovah is there""<br>1) a symbolic name for Jerusalem"	3074	
3075	H3075	יְהוֹזָבָד	N:N-M-P	Jehozabad	"Jehozabad = ""Jehovah has endowed""<br>1) son of Shomer, a Moabitish woman, who murdered Joash, king of Judah<br>2) a Benjamite, captain of 180,000 armed men, in the days of Jehoshaphat<br>3) a Korhite Levite, 2nd son of Obededom, and one of the porters of the temple and of the storehouse there in the time of David"	3075	
3076	H3076	יְהוֹחָנָן	N:N-M-P	Jehohanan	"Jehohanan = ""Jehovah has graced""<br>1) a priest during the high priesthood of Joiakim who returned with Zerubbabel<br>2) a high priest in the time of Ezra<br>3) a Levite priest who took part in the dedication of the wall in the time of Nehemiah<br>4) son of Tobiah<br>5) a Korhite Levite and one of the doorkeepers to the tabernacle in the time of David<br>6) a captain of Judah under king Jehoshaphat<br>7) an Ephraimite<br>8) an Israelite with a foreign wife in the time of Ezra<br>9) a Jewish captain after the fall of Jerusalem<br>10) the eldest son of king Josiah<br>11) a post-exilic prince of the line of David<br>12) father of Azariah, priest in Solomon's time<br>13) a Benjamite, one of David's mighty warriors<br>14) a Gadite, one of David's mighty warriors<br>15) a returning exile"	3076	
3077	H3077	יְהוֹיָדָע	N:N-M-P	Jehoiada	"Jehoiada = ""Jehovah knows""<br>1) father of Benaiah, David's mighty warrior<br>2) leader of the priests who joined David at Hebron<br>3) high priest at the time of Athaliah's usurpation of the throne of Judah; hid Joash, the king's son, for six years and eventually replaced him on the throne of Judah<br>4) second priest, or sagan, to Seraiah the high priest"	3077	
3078	H3078	יְהוֹיָכִין	N:N-M-P	Jehoiachin	"Jehoiachin = ""Jehovah establishes""<br>1) king of Judah, son of Jehoiakim, and the next to last king of Judah before the Babylonian captivity; kingship lasted for 3 months and 10 days before he surrendered to Nebuchadnezzar who took him to Babylon and imprisoned him for 36 years when he was finally released"	3078	
3079	H3079	יְהוֹיָקִים	N:N-M-P	Jehoiakim	"Jehoiakim = ""Jehovah raises up""<br>1) son of Josiah and the third from the last king of Judah; subject vassel of Nebuchadnezzar who reigned for 11 years before he died a violent death either in combat or by the hands of his own subjects"	3079	
3080	H3080	יְהוֹיָרִיב	N:N-M-P	Jehoiarib	"Jehoiarib = ""Jehovah contends""<br>1) A priest in Jerusalem<br>2) the head of the 1st of the 24 courses of priests in David's time"	3080	
3081	H3081	יְהוּכַל	N:N-M-P	Jehucal	"Jehucal = ""Jehovah is able""<br>1) a son of Shelemiah and a servant of king Zedekiah whom he sent to Jeremiah to entreat his prayers and advice"	3081	
3082	H3082	יְהוֹנָדָב	N:N-M-P	Jehonadab	"Jehonadab = ""Jehovah is willing""<br>1) a son of Rechab, chief of the Rechabites, in the time of Jehu and Ahab<br>2) a nephew of David"	3082	
3083	H3083	יְהוֹנָתָן	N:N-M-P	Jehonathan	"Jonathan or Jehonathan = ""Jehovah has given""<br>1) a son of king Saul and a friend of David<br>2) a son of the high priest Abiathar and the last descendant of Eli of whom we hear<br>3) a nephew of David who like David slew a giant of Gath<br>4) an uncle of David<br>5) one of David's mighty warriors<br>6) one of David's treasurers<br>7) a scribe in the time of Jeremiah<br>8) a Levite and father of Zechariah, a priest who blew the trumpet at the dedication of the wall<br>9) a son or descendant of Gershom, the son of Moses, and a priest to the tribe of Dan<br>10) a son of Kareah and a brother of Johanan; a Judaite captain after the fall of Jerusalem<br>11) another Judaite father of Peleth<br>12) father of Ebed in the time of Ezra<br>13) son of Asahel in the time of Ezra<br>14) a priest of the family of Melicu in the time of Nehemiah<br>15) son of Joiada and his successor to the high priesthood in the time of Nehemiah"	3083	
3084	H3084	יְהוֹסֵף	N:N-M-P	Joseph	"Joseph = ""Jehovah has added""<br>1) the eldest son of Jacob by Rachel"	3084	
3085	H3085	יְהוֹעַדָּה	N:N-M-P	Jehoaddah	"Jehoadah = ""Jehovah has adorned""<br>1) a descendant of Saul through Jonathan"	3085	
3086	H3086	יְהוֹעַדָּן	N:N-F-P	Jehoaddan	"Jehoaddan = ""Jehovah delights""<br>1) wife of king Joash and mother of king Amaziah of Judah"	3086	
3087	H3087	יְהוֹצָדָק	N:N-M-P	Jehozadak	"Jehozadak or Josedech = ""Jehovah is righteous""<br>1) grandson of the high priest Hilkiah; son of the high priest Seraiah; and father of the high priest Joshua; he never attained the office of high priest himself because he was carried captive to Babylon by Nebuchadnezzar"	3087	
3088	H3088	יְהוֹרָם	N:N-M-P	Jehoram	"Jehoram or Joram = ""Jehovah is exalted""<br>1) son of king Jehoshaphat of Judah and himself king of Judah for 8 years; his wife was the wicked Athaliah who was probably the instigator for his returning the nation of Judah to the worship of Baal<br>2) son of king Ahab of the northern kingdom of Israel and king of Israel himself for 12 years; he was murdered by Jehu on the plot of land for which his father had murdered Naboth thus fulfilling the prophecy of Elijah to the very letter<br>3) a priest in the reign of Jehoshaphat"	3088	
3089	H3089	יְהוֹשֶׁבַע	N:N-F-P	Jehosheba	"Jehosheba = ""Jehovah has sworn""<br>1) daughter of king Joram of Judah and wife of the high priest Jehoiada<br>1a) alternate spelling 'Jehoshabeath' - H03090"	3089	
3090	H3090	יְהוֹשַׁבְעַת	N:N-F-P	Jehoshabeath	"Jehoshabeath = ""Jehovah is an oath""<br>1) daughter of king Joram of Judah and wife of the high priest Jehoiada<br>1a) alternate spelling 'Jehosheba- H3089"	3090	
3091	H3091	יְהוֹשׁוּעַ	N:N-M-P	Joshua	"Joshua or Jehoshua = ""Jehovah is salvation""<br>n pr m<br>1) son of Nun of the tribe of Ephraim and successor to Moses as the leader of the children of Israel; led the conquest of Canaan<br>2) a resident of Beth-shemesh on whose land the Ark of the Covenant came to a stop after the Philistines returned it<br>3) son of Jehozadak and high priest after the restoration<br>4) governor of Jerusalem under king Josiah who gave his name to a gate of the city of Jerusalem"	3091	
3092	H3092	יְהוֹשָׁפָט	N:N-M-P	Jehoshaphat	"Jehoshaphat = ""Jehovah has judged""<br>n pr m<br>1) son of king Asa and himself king of Judah for 25 years; one of the best, most pious, and prosperous kings of Judah<br>2) son of Nimshi and father of king Jehu of the northern kingdom of Israel<br>3) son of Ahilud and chronicler under David and Solomon<br>4) son of Paruah and one of the 12 commissary officers under Solomon<br>5) a priest and trumpeter in the time of David<br>n pr loc<br>6) symbolical name of a valley near Jerusalem which is the place of ultimate judgment; maybe the deep ravine which separates Jerusalem from the Mount of Olives through which the Kidron flowed"	3092	
3093	H3093	יָהִיר	H:A	proud	1) proud, arrogant, haughty	3093	
3094	H3094	יְהַלֶּלְאֵל	N:N-M-P	Jehallelel	"Jehaleleel or Jehalelel = ""God is praised""<br>1) a Calebite descendant of Judah<br>2) father of Azariah and a Merarite Levite in the time of Hezekiah"	3094	
3095	H3095	יַהֲלֹם	H:N-M	jasper	1) a precious stone (known for its hardness)<br>1a) perhaps the jasper, onyx, or diamond	3095	
3096	H3096	יַ֫הַץ	N:N--L	Jahaz	"Jahaz or Jahazah or Jahzah = ""trodden down""<br>1) a place in Reuben east of the Dead Sea where Israel defeated Sihon king of the Amorites; site uncertain"	3096	
3097	H3097	יוֹאָב	N:N-M-P	Joab	"Joab = ""Jehovah is father""<br>1) son of David's sister Zeruiah and general of David's army<br>2) a Judaite descendant of Kenaz<br>3) a post exilic family"	3097	
3098	H3098	יוֹאָח	N:N-M-P	Joah	"Joah = ""Jehovah is brother""<br>1) son of Asaph and chronicler to Hezekiah<br>2) a Gershonite son or grandson of Zimmah<br>3) a Korhite, 3rd son of Obed-edom and doorkeeper in the time of David<br>4) son of Joahaz and chronicler to king Josiah"	3098	
3099	H3099	יוֹאָחָז	N:N-M-P	Joahaz	"Joahaz or Jehoahaz = ""Jehovah has grasped""<br>1) the father of Joah, Josiah's chronicler"	3099	
3100	H3100	יוֹאֵל	N:N-M-P	Joel	"Joel = ""Jehovah is God""<br>1) son of Pethuel and the 2nd of the 12 minor prophets with a book by his name; probably prophesied in the time of king Uzziah of Judah<br>2) eldest son of Samuel the prophet and father of Heman the singer<br>3) a Simeonite chief<br>4) a Reubenite<br>5) a chief of Gad<br>6) son of Izrahiah and a chief of Issachar<br>7) brother of Nathan of Zobah and one of David's mighty warriors<br>8) son of Pedaiah and a chief of the half tribe of Manasseh west of the Jordan in the time of David<br>9) a son of Nebo who returned with Ezra and had a foreign wife<br>10) a Benjamite, son of Zichri<br>11) a Levite<br>12) a Kohathite Levite in the reign of Hezekiah<br>13) a Gershonite Levite chief in the time of David<br>14) a Gershonite Levite, son of Jehiel and a descendant of Laadan; maybe same as 13"	3100	
3101	H3101	יוֹאָשׁ	N:N-M-P	Joash	"Joash = ""given by the Lord""<br>1) son of king Ahaziah and the 8th king of Judah<br>2) son of king Jehoahaz and the 12th king of the northern kingdom of Israel<br>3) father of Gideon<br>4) a son of king Ahab<br>5) a descendant of Shelah the son of Judah; either the son of Shelah or the son of Jokim<br>6) son of Shemaah of Gibeah who resorted to David at Ziklag"	3101	
3102	H3102	יוֹב	N:N-M-P	Job	"Job = ""persecuted""<br>1) the 3rd son of Issachar also called 'Jashub'"	3102	
3103	H3103	יוֹבָב	N:N-M-P	Jobab	"Jobab = ""a desert""<br>1) the last in order of the sons of Joktan, a descendant of Shem<br>2) one of the kings of Edom<br>3) the king of Madon, located in northern Canaan, and one of the kings who opposed Joshua during the conquest and who were routed at Meron<br>4) head of a Benjamite house<br>5) another Benjamite"	3103	
3104	H3104	יוֹבֵל	H:N-M	jubilee/horn	1) ram, ram's horn, trumpet, cornet<br>1a) ram (only in combination)<br>1a1) ram's horn, trumpet<br>1b) jubilee year (marked by the blowing of cornets) (meton)	3104	
3105	H3105	יוּבַל	H:N-M	stream	1) stream	3105	
3106	H3106	יוּבָ֑ל	N:N-M-P	Jubal	"Jubal = ""stream""<br>1) the son of Lamech by Adah and the inventor of musical instruments"	3106	
3107	H3107	יוֹזָבָד	N:N-M-P	Jozabad	"Jozabad or Josabad = ""Jehovah has endowed""<br>1) a Korhite Levite, 2nd son of Obededom, and one of the porters of the temple and of the storehouse there in the time of David<br>2) one of David's mighty warriors<br>3) another of David's mighty warriors<br>4) four other priests or Levites"	3107	
3108	H3108	יוֹזָכָר	N:N-M-P	Jozachar	"Jozachar = ""Jehovah remembers""<br>1) a servant of king Joash of Judah and one of his murderers<br>1a) also called 'Zabad'"	3108	
3109	H3109	יוֹחָא	N:N-M-P	Joha	"Joha = ""Jehovah gives life""<br>1) one of the sons of Beriah the Benjamite<br>2) the Tizite, one of David's mighty warriors"	3109	
3110	H3110	יוֹחָנָן	N:N-M-P	Johanan	"Johanan = ""Jehovah has graced""<br>1) a priest during the high priesthood of Joiakim who returned with Zerubbabel<br>2) a Jewish captain after the fall of Jerusalem<br>3) the eldest son of king Josiah<br>4) a post-exilic prince of the line of David<br>5) father of Azariah, priest in Solomon's time<br>6) a Benjamite, one of David's mighty warriors<br>7) a Gadite, one of David's mighty warriors<br>8) a returning exile"	3110	
3111	H3111	יוֹיָדָע	N:N-M-P	Joiada	"Joiada or Jehoiada = ""Jehovah knows""<br>1) son of Paseah, who assisted to repair the old gate of Jerusalem<br>2) son of the high priest Eliashib in the time of Nehemiah"	3111	
3112	H3112	יוֹיָכִין	N:N-M-P	Jehoiachin	"Jehoiachin = ""Jehovah establishes""<br>1) king of Judah, son of Jehoiakim, and the next to last king of Judah before the Babylonian captivity; kingship lasted for 3 months and 10 days before he surrendered to Nebuchadnezzar who took him to Babylon and imprisoned him for 36 years when he was finally released"	3112	
3113	H3113	יוֹיָקִים	N:N-M-P	Joiakim	"Joiakim or Jehoiakim = ""Jehovah raises up""<br>1) a priest and son of Jeshua the high priest"	3113	
3114	H3114	יוֹיָרִיב	N:N-M-P	Joiarib	"Joiarib = ""Jehovah contends""<br>1) the head of the 1st of the 24 courses of priests in David's time<br>2) a teacher in the time of Ezra<br>3) a Judaite in the time of Nehemiah"	3114	
3115	H3115	יוֹכֶ֫בֶד	N:N-F-P	Jochebed	"Jochebed = ""Jehovah is glory""<br>1) the daughter of Levi, wife and at the same time aunt of Amram, and the mother of Moses, Aaron, and Miriam"	3115	
3116	H3116	יוּכַל	N:N-M-P	Jucal	"Jucal = ""Jehovah is able""<br>1) a son of Shelemiah and a servant of king Zedekiah whom he sent to Jeremiah to entreat his prayers and advice"	3116	
3117	H3117	יוֹם	H:N-M	day	1) day, time, year<br>1a) day (as opposed to night)<br>1b) day (24 hour period)<br>1b1) as defined by evening and morning in Genesis 1<br>1b2) as a division of time<br>1b2a) a working day, a day's journey<br>1c) days, lifetime (pl.)<br>1d) time, period (general)<br>1e) year<br>1f) temporal references<br>1f1) today<br>1f2) yesterday<br>1f3) tomorrow	3117	
3118	H3118	יוֹם	A:N-M	day	1) day<br>2) day always refers to a twenty-four hour period when the word is modified by a definite or cardinal number	3118	
3119	H3119	יוֹמָם	H:ADV	by day	adv<br>1) by day, in the daytime<br>subst<br>2) daytime	3119	
3120	H3120	יָוָן	N:N-M-P + N:N--L + N:N--LG	Javan	"Javan = ""Ionia"" or ""Greece""<br>n pr m<br>1) a son of Japheth and grandson of Noah<br>n pr loc<br>2) Greece, Ionia, Ionians<br>2a) location of descendants of Javan"	3120	
3121	H3121	יָוֵן	H:N-M	mire	1) mire, mirer	3121	
3122	H3122	יוֹנָדָב	N:N-M-P	Jonadab	"Jonadab or Jehonadab = ""Jehovah is willing""<br>1) a son of Rechab, chief of the Rechabites, in the time of Jehu and Ahab<br>2) a nephew of David"	3122	
3123	H3123	יוֹנָה	H:N-F	dove	1) dove, pigeon	3123	
3124	H3124	יוֹנָה	N:N-M-P	Jonah	"Jonah = ""dove""<br>1) son of Amittai and a native of Gath-hepher; 5th of the minor prophets who prophesied during the reign of Jeroboam II and whom God sent also to prophecy to Nineveh"	3124	
3125	H3125	יְוָנִי	N:N--PG	Javanite	1) Grecian, Ionian	3125	
3126	H3126	יוֹנֵק	H:N-M	sapling	1) sucker, suckling, sapling, young plant	3126	
3127	H3127	יוֹנֶ֫קֶת	H:N-F	shoot	1) young plant, twig, young shoot	3127	
3128	H3128	יוֹנַת אֵלֶם רְחֹקִים	H:N	Jonath-elem-rechokim	"Jonath-elem-recho-kim = ""the silent dove of far-off places""<br>1) meaning uncertain<br>1a) probably name of melody<br>1b) only used in title of <ref onclick=""bcv(19,56,1)"">Ps 56:1</ref>"	3128	
3129	H3129	יוֹנָתָן	N:N-M-P	Jonathan	"Jonathan or Jehonathan = ""Jehovah has given""<br>1) a son of king Saul and a friend of David<br>2) a son of the high priest Abiathar and the last descendant of Eli of whom we hear<br>3) one of David's mighty warriors<br>4) a Levite and father of Zechariah, a priest who blew the trumpet at the dedication of the wall<br>5) a son of Kareah and a brother of Johanan; a Judaite captain after the fall of Jerusalem<br>6) another Judaite<br>7) father of Ebed in the time of Ezra<br>8) son of Asahel in the time of Ezra<br>9) a priest of the family of Melicu in the time of Nehemiah<br>10) son of Joiada and his successor to the high priesthood in the time of Nehemiah"	3129	
3130	H3130	יוֹסֵף	N:N-M-P	Joseph	"Joseph = ""Jehovah has added""<br>1) the eldest son of Jacob by Rachel<br>2) father of Igal, who represented the tribe of Issachar among the spies<br>3) a son of Asaph<br>4) a man who took a foreign wife in the time of Ezra<br>5) a priest of the family of Shebaniah in the time of Nehemiah"	3130	
3131	H3131	יוֹסִפְיָה	N:N-M-P	Josiphiah	"Josiphiah = ""Jehovah adds""<br>1) father or ancestor of Shelomith who returned with Ezra"	3131	
3132	H3132	יוֹעֵאלָה	N:N-M-P	Joelah	"Joelah = ""may he avail""<br>1) son of Jeroham of Gedor and one of David's mighty warriors"	3132	
3133	H3133	יוֹעֵד	N:N-M-P	Joed	"Joed = ""Jehovah is witness""<br>1) a Benjamite, son of Pedaiah"	3133	
3134	H3134	יוֹעֶ֫זֶר	N:N-M-P	Joezer	"Joezer = ""Jehovah is help""<br>1) a Korhite, one of David's mighty warriors who joined him at Ziklag"	3134	
3135	H3135	יוֹעָשׁ	N:N-M-P	Joash	"Joash = ""Jehovah hastens""<br>1) a Benjamite, son of Becher<br>2) one of the officers in David's court"	3135	
3136	H3136	(a) יוֹצָדָק (b) יוֹצָדָק	(a) N:N-M-P (b) N:N-M-P	(a) Jozadak (b) Jozadak	"(a) Jozadak = ""Jehovah is righteous""<br>1) grandson of the high priest Hilkiah; son of the high priest Seraiah; and father of the high priest Joshua; he never attained the office of high priest himself because he was carried captive to Babylon by Nebuchadnezzar (b) Jozadak = ""Jehovah is righteous""<br>1) grandson of the high priest Hilkiah; son of the high priest Seraiah; and father of the high priest Joshua; he never attained the office of high priest himself because he was carried captive to Babylon by Nebuchadnezzar (in Aramaic writings)"	3136	
3137	H3137	יוֹקִים	N:N-M-P	Jokim	"Jokim = ""Jehovah raises up""<br>1) a descendant of Judah"	3137	
3138	H3138	יוֹרֶה	H:N-M	autumn rain	1) early rain, autumn shower<br>1a) rain which falls in Palestine from late October until early December	3138	
